Frame,Vehicle_Count,Average_Speed_kmph,Queue_Length_meters,Congestion_Level,Traffic_Density_vehicles_per_meter
frame_0.jpg,21,0.0,14.023247718811035,Medium,1.4975133022737825
frame_10.jpg,29,39.70856978634098,17.38995532989502,Medium,1.6676293555594237
frame_100.jpg,32,71.36149634442162,18.85976796150208,Medium,1.696733494564764
frame_1000.jpg,0,0.0,0.0,Low,0.0
frame_1010.jpg,0,0.0,0.0,Low,0.0
frame_1020.jpg,0,0.0,0.0,Low,0.0
frame_1030.jpg,0,0.0,0.0,Low,0.0
frame_1040.jpg,0,0.0,0.0,Low,0.0
frame_1050.jpg,0,0.0,0.0,Low,0.0
frame_1060.jpg,0,0.0,0.0,Low,0.0
frame_1070.jpg,0,0.0,0.0,Low,0.0
frame_1080.jpg,0,0.0,0.0,Low,0.0
frame_1090.jpg,0,0.0,0.0,Low,0.0
frame_110.jpg,28,0.0,18.30811047554016,Medium,1.5293768320552965
frame_1100.jpg,0,0.0,0.0,Low,0.0
frame_1110.jpg,0,0.0,0.0,Low,0.0
frame_1120.jpg,0,0.0,0.0,Low,0.0
frame_1130.jpg,0,0.0,0.0,Low,0.0
frame_1140.jpg,0,0.0,0.0,Low,0.0
frame_1150.jpg,0,0.0,0.0,Low,0.0
frame_1160.jpg,0,0.0,0.0,Low,0.0
frame_1170.jpg,0,0.0,0.0,Low,0.0
frame_1180.jpg,0,0.0,0.0,Low,0.0
frame_1190.jpg,0,0.0,0.0,Low,0.0
frame_120.jpg,28,0.0,17.683742713928222,Medium,1.583375219429448
frame_1200.jpg,0,0.0,0.0,Low,0.0
frame_1210.jpg,0,0.0,0.0,Low,0.0
frame_1220.jpg,0,0.0,0.0,Low,0.0
frame_1230.jpg,0,0.0,0.0,Low,0.0
frame_1240.jpg,0,0.0,0.0,Low,0.0
frame_1250.jpg,0,0.0,0.0,Low,0.0
frame_1260.jpg,0,0.0,0.0,Low,0.0
frame_1270.jpg,0,0.0,0.0,Low,0.0
frame_1280.jpg,0,0.0,0.0,Low,0.0
frame_1290.jpg,0,0.0,0.0,Low,0.0
frame_130.jpg,29,0.0,18.78143672943116,Medium,1.5440778263015416
frame_1300.jpg,0,0.0,0.0,Low,0.0
frame_1310.jpg,0,0.0,0.0,Low,0.0
frame_1320.jpg,0,0.0,0.0,Low,0.0
frame_1330.jpg,0,0.0,0.0,Low,0.0
frame_1340.jpg,0,0.0,0.0,Low,0.0
frame_1350.jpg,0,0.0,0.0,Low,0.0
frame_1360.jpg,0,0.0,0.0,Low,0.0
frame_1370.jpg,0,0.0,0.0,Low,0.0
frame_1380.jpg,0,0.0,0.0,Low,0.0
frame_1390.jpg,0,0.0,0.0,Low,0.0
frame_140.jpg,26,0.0,18.98632960319519,Medium,1.3694063330505168
frame_1400.jpg,0,0.0,0.0,Low,0.0
frame_1410.jpg,0,0.0,0.0,Low,0.0
frame_1420.jpg,0,0.0,0.0,Low,0.0
frame_1430.jpg,0,0.0,0.0,Low,0.0
frame_1440.jpg,0,0.0,0.0,Low,0.0
frame_1450.jpg,0,0.0,0.0,Low,0.0
frame_1460.jpg,0,0.0,0.0,Low,0.0
frame_1470.jpg,0,0.0,0.0,Low,0.0
frame_1480.jpg,0,0.0,0.0,Low,0.0
frame_1490.jpg,0,0.0,0.0,Low,0.0
frame_150.jpg,25,0.0,18.62970581054688,Medium,1.3419428226207786
frame_1500.jpg,0,0.0,0.0,Low,0.0
frame_1510.jpg,0,0.0,0.0,Low,0.0
frame_1520.jpg,0,0.0,0.0,Low,0.0
frame_1530.jpg,0,0.0,0.0,Low,0.0
frame_1540.jpg,0,0.0,0.0,Low,0.0
frame_1550.jpg,0,0.0,0.0,Low,0.0
frame_1560.jpg,0,0.0,0.0,Low,0.0
frame_1570.jpg,0,0.0,0.0,Low,0.0
frame_1580.jpg,0,0.0,0.0,Low,0.0
frame_1590.jpg,0,0.0,0.0,Low,0.0
frame_160.jpg,19,0.0,16.793538475036623,Medium,1.131387529093005
frame_1600.jpg,0,0.0,0.0,Low,0.0
frame_1610.jpg,0,0.0,0.0,Low,0.0
frame_1620.jpg,0,0.0,0.0,Low,0.0
frame_1630.jpg,0,0.0,0.0,Low,0.0
frame_1640.jpg,0,0.0,0.0,Low,0.0
frame_1650.jpg,0,0.0,0.0,Low,0.0
frame_1660.jpg,0,0.0,0.0,Low,0.0
frame_1670.jpg,0,0.0,0.0,Low,0.0
frame_1680.jpg,0,0.0,0.0,Low,0.0
frame_1690.jpg,0,0.0,0.0,Low,0.0
frame_170.jpg,22,0.0,17.517783451080323,Medium,1.2558666489648413
frame_1700.jpg,0,0.0,0.0,Low,0.0
frame_1710.jpg,0,0.0,0.0,Low,0.0
frame_1720.jpg,0,0.0,0.0,Low,0.0
frame_1730.jpg,0,0.0,0.0,Low,0.0
frame_1740.jpg,0,0.0,0.0,Low,0.0
